"date","conf","status1","s1"
"2009-06-04","","Normal value",2.820151
"2009-06-05","","Normal value",2.985798
"2009-06-08","","Normal value",3.021985
"2009-06-09","","Normal value",3.011546
"2009-06-10","","Normal value",3.026644
"2009-06-11","","Normal value",3.092161
"2009-06-12","","Normal value",3.01367
"2009-06-15","","Normal value",2.961276
"2009-06-16","","Normal value",2.921806
"2009-06-17","","Normal value",2.832421
"2009-06-18","","Normal value",2.878608
"2009-06-19","","Normal value",2.859318
"2009-06-22","","Normal value",2.773385
"2009-06-23","","Normal value",2.815346
"2009-06-24","","Normal value",2.748047
"2009-06-25","","Normal value",2.675125
"2009-06-26","","Normal value",2.616906
"2009-06-29","","Normal value",2.626831
"2009-06-30","","Normal value",2.673084
"2009-07-01","","Normal value",2.643
"2009-07-02","","Normal value",2.545798
"2009-07-03","","Normal value",2.549727
"2009-07-06","","Normal value",2.515687
"2009-07-07","","Normal value",2.54529
"2009-07-08","","Normal value",2.543815
"2009-07-09","","Normal value",2.574603
"2009-07-10","","Normal value",2.519352
"2009-07-13","","Normal value",2.510025
"2009-07-14","","Normal value",2.598895
"2009-07-15","","Normal value",2.631271
"2009-07-16","","Normal value",2.600034
"2009-07-17","","Normal value",2.634478
"2009-07-20","","Normal value",2.706883
"2009-07-21","","Normal value",2.677614
"2009-07-22","","Normal value",2.636698
"2009-07-23","","Normal value",2.627009
"2009-07-24","","Normal value",2.681924
"2009-07-27","","Normal value",2.762018
"2009-07-28","","Normal value",2.711549
"2009-07-29","","Normal value",2.684791
"2009-07-30","","Normal value",2.692553
"2009-07-31","","Normal value",2.620192
"2009-08-03","","Normal value",2.646125
"2009-08-04","","Normal value",2.683276
"2009-08-05","","Normal value",2.739725
"2009-08-06","","Normal value",2.788982
"2009-08-07","","Normal value",2.885475
"2009-08-10","","Normal value",2.879426
"2009-08-11","","Normal value",2.782702
"2009-08-12","","Normal value",2.813818
"2009-08-13","","Normal value",2.754946
"2009-08-14","","Normal value",2.662509
"2009-08-17","","Normal value",2.636138
"2009-08-18","","Normal value",2.638858
"2009-08-19","","Normal value",2.604542
"2009-08-20","","Normal value",2.608614
"2009-08-21","","Normal value",2.704009
"2009-08-24","","Normal value",2.716533
"2009-08-25","","Normal value",2.650161
"2009-08-26","","Normal value",2.624426
"2009-08-27","","Normal value",2.620433
"2009-08-28","","Normal value",2.641302
"2009-08-31","","Normal value",2.65832
"2009-09-01","","Normal value",2.636633
"2009-09-02","","Normal value",2.583364
"2009-09-03","","Normal value",2.596331
"2009-09-04","","Normal value",2.555532
"2009-09-07","","Normal value",2.545007
"2009-09-08","","Normal value",2.56581
"2009-09-09","","Normal value",2.593307
"2009-09-10","","Normal value",2.481472
"2009-09-11","","Normal value",2.465027
"2009-09-14","","Normal value",2.474837
"2009-09-15","","Normal value",2.507046
"2009-09-16","","Normal value",2.541468
"2009-09-17","","Normal value",2.580302
"2009-09-18","","Normal value",2.579379
"2009-09-21","","Normal value",2.535897
"2009-09-22","","Normal value",2.548711
"2009-09-23","","Normal value",2.58393
"2009-09-24","","Normal value",2.497444
"2009-09-25","","Normal value",2.467548
"2009-09-28","","Normal value",2.444919
"2009-09-29","","Normal value",2.479485
"2009-09-30","","Normal value",2.471845
"2009-10-01","","Normal value",2.488313
"2009-10-02","","Normal value",2.406163
"2009-10-05","","Normal value",2.405128
"2009-10-06","","Normal value",2.428567
"2009-10-07","","Normal value",2.388368
"2009-10-08","","Normal value",2.357027
"2009-10-09","","Normal value",2.488134
"2009-10-12","","Normal value",2.472568
"2009-10-13","","Normal value",2.4226
"2009-10-14","","Normal value",2.461679
"2009-10-15","","Normal value",2.540806
"2009-10-16","","Normal value",2.56079
"2009-10-19","","Normal value",2.543499
"2009-10-20","","Normal value",2.471077
"2009-10-21","","Normal value",2.512885
"2009-10-22","","Normal value",2.501289
"2009-10-23","","Normal value",2.550898
"2009-10-26","","Normal value",2.569586
"2009-10-27","","Normal value",2.476548
"2009-10-28","","Normal value",2.454506
"2009-10-29","","Normal value",2.546759
"2009-10-30","","Normal value",2.501762
"2009-11-02","","Normal value",2.447535
"2009-11-03","","Normal value",2.422545
"2009-11-04","","Normal value",2.492742
"2009-11-05","","Normal value",2.523031
"2009-11-06","","Normal value",2.546858
"2009-11-09","","Normal value",2.462801
"2009-11-10","","Normal value",2.42498
"2009-11-11","","Normal value",2.445857
"2009-11-12","","Normal value",2.462109
"2009-11-13","","Normal value",2.431285
"2009-11-16","","Normal value",2.437373
"2009-11-17","","Normal value",2.40634
"2009-11-18","","Normal value",2.413863
"2009-11-19","","Normal value",2.384295
"2009-11-20","","Normal value",2.453355
"2009-11-23","","Normal value",2.459823
"2009-11-24","","Normal value",2.388668
"2009-11-25","","Normal value",2.41452
"2009-11-26","","Normal value",2.303187
"2009-11-27","","Normal value",2.317776
"2009-11-30","","Normal value",2.316379
"2009-12-01","","Normal value",2.277875
"2009-12-02","","Normal value",2.287386
"2009-12-03","","Normal value",2.355944
"2009-12-04","","Normal value",2.428408
"2009-12-07","","Normal value",2.370547
"2009-12-08","","Normal value",2.265552
"2009-12-09","","Normal value",2.289391
"2009-12-10","","Normal value",2.308298
"2009-12-11","","Normal value",2.3391
"2009-12-14","","Normal value",2.30599
"2009-12-15","","Normal value",2.313754
"2009-12-16","","Normal value",2.301776
"2009-12-17","","Normal value",2.226318
"2009-12-18","","Normal value",2.242578
"2009-12-21","","Normal value",2.257084
"2009-12-22","","Normal value",2.278799
"2009-12-23","","Normal value",2.29407
"2009-12-24","","Normal value",2.30096
"2009-12-28","","Normal value",2.372171
"2009-12-29","","Normal value",2.411806
"2009-12-30","","Normal value",2.43879
"2009-12-31","","Normal value",2.436584
"2010-01-04","","Normal value",2.525571
"2010-01-05","","Normal value",2.497309
"2010-01-06","","Normal value",2.506618
"2010-01-07","","Normal value",2.497578
"2010-01-08","","Normal value",2.446739
"2010-01-11","","Normal value",2.42594
"2010-01-12","","Normal value",2.395924
"2010-01-13","","Normal value",2.397895
"2010-01-14","","Normal value",2.397644
"2010-01-15","","Normal value",2.352061
"2010-01-18","","Normal value",2.372419
"2010-01-19","","Normal value",2.386422
"2010-01-20","","Normal value",2.310683
"2010-01-21","","Normal value",2.320669
"2010-01-22","","Normal value",2.234003
"2010-01-25","","Normal value",2.280051
"2010-01-26","","Normal value",2.240416
"2010-01-27","","Normal value",2.231507
"2010-01-28","","Normal value",2.239252
"2010-01-29","","Normal value",2.245316
"2010-02-01","","Normal value",2.243246
"2010-02-02","","Normal value",2.299395
"2010-02-03","","Normal value",2.321193
"2010-02-04","","Normal value",2.329688
"2010-02-05","","Normal value",2.266442
"2010-02-08","","Normal value",2.2288
"2010-02-09","","Normal value",2.228524
"2010-02-10","","Normal value",2.224665
"2010-02-11","","Normal value",2.252512
"2010-02-12","","Normal value",2.221653
"2010-02-15","","Normal value",2.259276
"2010-02-16","","Normal value",2.222596
"2010-02-17","","Normal value",2.189459
"2010-02-18","","Normal value",2.177932
"2010-02-19","","Normal value",2.208582
"2010-02-22","","Normal value",2.217852
"2010-02-23","","Normal value",2.064683
"2010-02-24","","Normal value",2.103352
"2010-02-25","","Normal value",2.036328
"2010-02-26","","Normal value",2.012589
"2010-03-01","","Normal value",1.998702
"2010-03-02","","Normal value",1.984212
"2010-03-03","","Normal value",2.041479
"2010-03-04","","Normal value",2.021733
"2010-03-05","","Normal value",2.075162
"2010-03-08","","Normal value",2.068491
"2010-03-09","","Normal value",2.015059
"2010-03-10","","Normal value",2.056259
"2010-03-11","","Normal value",2.082886
"2010-03-12","","Normal value",2.125336
"2010-03-15","","Normal value",2.094569
"2010-03-16","","Normal value",2.066811
"2010-03-17","","Normal value",1.971332
"2010-03-18","","Normal value",2.012033
"2010-03-19","","Normal value",2.036145
"2010-03-22","","Normal value",2.011956
"2010-03-23","","Normal value",1.984746
"2010-03-24","","Normal value",2.017658
"2010-03-25","","Normal value",2.034157
"2010-03-26","","Normal value",2.064024
"2010-03-29","","Normal value",2.015729
"2010-03-30","","Normal value",2.026463
"2010-03-31","","Normal value",1.977775
"2010-04-01","","Normal value",1.981205
"2010-04-06","","Normal value",1.990588
"2010-04-07","","Normal value",1.977065
"2010-04-08","","Normal value",1.93662
"2010-04-09","","Normal value",2.010753
"2010-04-12","","Normal value",2.024345
"2010-04-13","","Normal value",1.954699
"2010-04-14","","Normal value",1.957421
"2010-04-15","","Normal value",1.948006
"2010-04-16","","Normal value",1.903187
"2010-04-19","","Normal value",1.86721
"2010-04-20","","Normal value",1.898138
"2010-04-21","","Normal value",1.895652
"2010-04-22","","Normal value",1.923255
"2010-04-23","","Normal value",1.928526
"2010-04-26","","Normal value",1.968818
"2010-04-27","","Normal value",1.973145
"2010-04-28","","Normal value",1.991213
"2010-04-29","","Normal value",1.942748
"2010-04-30","","Normal value",1.847031
"2010-05-03","","Normal value",1.867011
"2010-05-04","","Normal value",1.816802
"2010-05-05","","Normal value",1.653808
"2010-05-06","","Normal value",1.577003
"2010-05-07","","Normal value",1.473355
"2010-05-10","","Normal value",1.601663
"2010-05-11","","Normal value",1.609278
"2010-05-12","","Normal value",1.629819
"2010-05-13","","Normal value",1.604201
"2010-05-14","","Normal value",1.512751
"2010-05-17","","Normal value",1.614833
"2010-05-18","","Normal value",1.611705
"2010-05-19","","Normal value",1.604269
"2010-05-20","","Normal value",1.510705
"2010-05-21","","Normal value",1.549324
"2010-05-24","","Normal value",1.544887
"2010-05-25","","Normal value",1.540567
"2010-05-26","","Normal value",1.618249
"2010-05-27","","Normal value",1.69556
"2010-05-28","","Normal value",1.30672
"2010-05-31","","Normal value",1.280201
"2010-06-01","","Normal value",1.27656
"2010-06-02","","Normal value",1.284313
"2010-06-03","","Normal value",1.348057
"2010-06-04","","Normal value",1.308855
"2010-06-07","","Normal value",1.338168
"2010-06-08","","Normal value",1.323847
"2010-06-09","","Normal value",1.285261
"2010-06-10","","Normal value",1.319307
"2010-06-11","","Normal value",1.26638
"2010-06-14","","Normal value",1.296304
"2010-06-15","","Normal value",1.349689
"2010-06-16","","Normal value",1.328564
"2010-06-17","","Normal value",1.364214
"2010-06-18","","Normal value",1.417763
"2010-06-21","","Normal value",1.458104
"2010-06-22","","Normal value",1.434906
"2010-06-23","","Normal value",1.421759
"2010-06-24","","Normal value",1.35064
"2010-06-25","","Normal value",1.383425
"2010-06-28","","Normal value",1.370842
"2010-06-29","","Normal value",1.317621
"2010-06-30","","Normal value",1.347315
"2010-07-01","","Normal value",1.355945
"2010-07-02","","Normal value",1.353412
"2010-07-05","","Normal value",1.289775
"2010-07-06","","Normal value",1.343443
"2010-07-07","","Normal value",1.312692
"2010-07-08","","Normal value",1.369304
"2010-07-09","","Normal value",1.402976
"2010-07-12","","Normal value",1.365177
"2010-07-13","","Normal value",1.375839
"2010-07-14","","Normal value",1.439404
"2010-07-15","","Normal value",1.482296
"2010-07-16","","Normal value",1.444484
"2010-07-19","","Normal value",1.497902
"2010-07-20","","Normal value",1.453635
"2010-07-21","","Normal value",1.409597
"2010-07-22","","Normal value",1.403895
"2010-07-23","","Normal value",1.432884
"2010-07-26","","Normal value",1.515778
"2010-07-27","","Normal value",1.604839
"2010-07-28","","Normal value",1.555217
"2010-07-29","","Normal value",1.567627
"2010-07-30","","Normal value",1.512774
"2010-08-02","","Normal value",1.551443
"2010-08-03","","Normal value",1.418689
"2010-08-04","","Normal value",1.409847
"2010-08-05","","Normal value",1.401386
"2010-08-06","","Normal value",1.383068
"2010-08-09","","Normal value",1.349215
"2010-08-10","","Normal value",1.352456
"2010-08-11","","Normal value",1.223182
"2010-08-12","","Normal value",1.208898
"2010-08-13","","Normal value",1.204962
"2010-08-16","","Normal value",1.172335
"2010-08-17","","Normal value",1.21887
"2010-08-18","","Normal value",1.16959
"2010-08-19","","Normal value",1.159146
"2010-08-20","","Normal value",1.14698
"2010-08-23","","Normal value",1.160348
"2010-08-24","","Normal value",1.044118
"2010-08-25","","Normal value",1.090164
"2010-08-26","","Normal value",1.120343
"2010-08-27","","Normal value",1.121019
"2010-08-30","","Normal value",1.088457
"2010-08-31","","Normal value",1.089043
"2010-09-01","","Normal value",1.161275
"2010-09-02","","Normal value",1.159784
"2010-09-03","","Normal value",1.205454
"2010-09-06","","Normal value",1.191108
"2010-09-07","","Normal value",1.113443
"2010-09-08","","Normal value",1.19675
"2010-09-09","","Normal value",1.264527
"2010-09-10","","Normal value",1.322745
"2010-09-13","","Normal value",1.361878
"2010-09-14","","Normal value",1.32599
"2010-09-15","","Normal value",1.37448
"2010-09-16","","Normal value",1.47424
"2010-09-17","","Normal value",1.405277
"2010-09-20","","Normal value",1.457464
"2010-09-21","","Normal value",1.46575
"2010-09-22","","Normal value",1.404391
"2010-09-23","","Normal value",1.30181
"2010-09-24","","Normal value",1.319973
"2010-09-27","","Normal value",1.280377
"2010-09-28","","Normal value",1.291173
"2010-09-29","","Normal value",1.370955
"2010-09-30","","Normal value",1.405078
"2010-10-01","","Normal value",1.428739
"2010-10-04","","Normal value",1.364093
"2010-10-05","","Normal value",1.34581
"2010-10-06","","Normal value",1.297947
"2010-10-07","","Normal value",1.316883
"2010-10-08","","Normal value",1.330093
"2010-10-11","","Normal value",1.297177
"2010-10-12","","Normal value",1.252546
"2010-10-13","","Normal value",1.281661
"2010-10-14","","Normal value",1.271718
"2010-10-15","","Normal value",1.308446
"2010-10-18","","Normal value",1.3955
"2010-10-19","","Normal value",1.43234
"2010-10-20","","Normal value",1.480988
"2010-10-21","","Normal value",1.520904
"2010-10-22","","Normal value",1.556626
"2010-10-25","","Normal value",1.519945
"2010-10-26","","Normal value",1.588443
"2010-10-27","","Normal value",1.634338
"2010-10-28","","Normal value",1.593537
"2010-10-29","","Normal value",1.565266
"2010-11-01","","Normal value",1.555209
"2010-11-02","","Normal value",1.548006
"2010-11-03","","Normal value",1.508811
"2010-11-04","","Normal value",1.480815
"2010-11-05","","Normal value",1.440689
"2010-11-08","","Normal value",1.420925
"2010-11-09","","Normal value",1.431354
"2010-11-10","","Normal value",1.446782
"2010-11-11","","Normal value",1.428304
"2010-11-12","","Normal value",1.52846
"2010-11-15","","Normal value",1.604874
"2010-11-16","","Normal value",1.595603
"2010-11-17","","Normal value",1.625109
"2010-11-18","","Normal value",1.695718
"2010-11-19","","Normal value",1.710882
"2010-11-22","","Normal value",1.640842
"2010-11-23","","Normal value",1.531383
"2010-11-24","","Normal value",1.590146
"2010-11-25","","Normal value",1.635221
"2010-11-26","","Normal value",1.645818
"2010-11-29","","Normal value",1.633078
"2010-11-30","","Normal value",1.619625
"2010-12-01","","Normal value",1.65615
"2010-12-02","","Normal value",1.643973
"2010-12-03","","Normal value",1.655709
"2010-12-06","","Normal value",1.566736
"2010-12-07","","Normal value",1.621638
"2010-12-08","","Normal value",1.741701
"2010-12-09","","Normal value",1.81367
"2010-12-10","","Normal value",1.847176
"2010-12-13","","Normal value",1.868926
"2010-12-14","","Normal value",1.877299
"2010-12-15","","Normal value",1.897083
"2010-12-16","","Normal value",1.93
"2010-12-17","","Normal value",1.903694
"2010-12-20","","Normal value",1.843798
"2010-12-21","","Normal value",1.863766
"2010-12-22","","Normal value",1.811671
"2010-12-23","","Normal value",1.772523
"2010-12-24","","Normal value",1.766389
"2010-12-27","","Normal value",1.818184
"2010-12-28","","Normal value",1.715368
"2010-12-29","","Normal value",1.756341
"2010-12-30","","Normal value",1.707938
"2010-12-31","","Normal value",1.697721
"2011-01-03","","Normal value",1.676367
"2011-01-04","","Normal value",1.665161
"2011-01-05","","Normal value",1.713847
"2011-01-06","","Normal value",1.768108
"2011-01-07","","Normal value",1.729395
"2011-01-10","","Normal value",1.703342
"2011-01-11","","Normal value",1.692654
"2011-01-12","","Normal value",1.830844
"2011-01-13","","Normal value",1.947781
"2011-01-14","","Normal value",2.004023
"2011-01-17","","Normal value",2.014252
"2011-01-18","","Normal value",2.091637
"2011-01-19","","Normal value",2.064084
"2011-01-20","","Normal value",2.181562
"2011-01-21","","Normal value",2.239263
"2011-01-24","","Normal value",2.218131
"2011-01-25","","Normal value",2.172237
"2011-01-26","","Normal value",2.270457
"2011-01-27","","Normal value",2.291927
"2011-01-28","","Normal value",2.379956
"2011-01-31","","Normal value",2.341493
"2011-02-01","","Normal value",2.362488
"2011-02-02","","Normal value",2.358143
"2011-02-03","","Normal value",2.319765
"2011-02-04","","Normal value",2.35454
"2011-02-07","","Normal value",2.367259
"2011-02-08","","Normal value",2.375101
"2011-02-09","","Normal value",2.407909
"2011-02-10","","Normal value",2.440332
"2011-02-11","","Normal value",2.380348
"2011-02-14","","Normal value",2.41043
"2011-02-15","","Normal value",2.425169
"2011-02-16","","Normal value",2.356351
"2011-02-17","","Normal value",2.302394
"2011-02-18","","Normal value",2.359355
"2011-02-21","","Normal value",2.326494
"2011-02-22","","Normal value",2.362609
"2011-02-23","","Normal value",2.367746
"2011-02-24","","Normal value",2.342608
"2011-02-25","","Normal value",2.364157
"2011-02-28","","Normal value",2.370577
"2011-03-01","","Normal value",2.40113
"2011-03-02","","Normal value",2.392396
"2011-03-03","","Normal value",2.59026
"2011-03-04","","Normal value",2.623812
"2011-03-07","","Normal value",2.646094
"2011-03-08","","Normal value",2.609514
"2011-03-09","","Normal value",2.612083
"2011-03-10","","Normal value",2.559228
"2011-03-11","","Normal value",2.510374
"2011-03-14","","Normal value",2.50031
"2011-03-15","","Normal value",2.372355
"2011-03-16","","Normal value",2.313102
"2011-03-17","","Normal value",2.396467
"2011-03-18","","Normal value",2.443407
"2011-03-21","","Normal value",2.568441
"2011-03-22","","Normal value",2.571869
"2011-03-23","","Normal value",2.546551
"2011-03-24","","Normal value",2.543475
"2011-03-25","","Normal value",2.581107
"2011-03-28","","Normal value",2.623157
"2011-03-29","","Normal value",2.634545
"2011-03-30","","Normal value",2.66929
"2011-03-31","","Normal value",2.687911
"2011-04-01","","Normal value",2.754963
"2011-04-04","","Normal value",2.736582
"2011-04-05","","Normal value",2.724008
"2011-04-06","","Normal value",2.763266
"2011-04-07","","Normal value",2.760155
"2011-04-08","","Normal value",2.851867
"2011-04-11","","Normal value",2.859653
"2011-04-12","","Normal value",2.781448
"2011-04-13","","Normal value",2.820123
"2011-04-14","","Normal value",2.765057
"2011-04-15","","Normal value",2.777271
"2011-04-18","","Normal value",2.65412
"2011-04-19","","Normal value",2.702845
"2011-04-20","","Normal value",2.707297
"2011-04-21","","Normal value",2.657825
"2011-04-26","","Normal value",2.647097
"2011-04-27","","Normal value",2.688574
"2011-04-28","","Normal value",2.65675
"2011-04-29","","Normal value",2.671338
"2011-05-02","","Normal value",2.676872
"2011-05-03","","Normal value",2.699077
"2011-05-04","","Normal value",2.807773
"2011-05-05","","Normal value",2.649343
"2011-05-06","","Normal value",2.607509
"2011-05-09","","Normal value",2.522959
"2011-05-10","","Normal value",2.538168
"2011-05-11","","Normal value",2.551963
"2011-05-12","","Normal value",2.485764
"2011-05-13","","Normal value",2.492816
"2011-05-16","","Normal value",2.521552
"2011-05-17","","Normal value",2.514926
"2011-05-18","","Normal value",2.511562
"2011-05-19","","Normal value",2.580822
"2011-05-20","","Normal value",2.489552
"2011-05-23","","Normal value",2.419684
"2011-05-24","","Normal value",2.433595
"2011-05-25","","Normal value",2.361287
"2011-05-26","","Normal value",2.320436
"2011-05-27","","Normal value",2.273354
"2011-05-30","","Normal value",2.277348
"2011-05-31","","Normal value",2.341112
"2011-06-01","","Normal value",2.301965
"2011-06-02","","Normal value",2.293398
"2011-06-03","","Normal value",2.303965
"2011-06-06","","Normal value",2.350486
"2011-06-07","","Normal value",2.383445
"2011-06-08","","Normal value",2.343361
"2011-06-09","","Normal value",2.258671
"2011-06-10","","Normal value",2.194622
"2011-06-13","","Normal value",2.174222
"2011-06-14","","Normal value",2.217833
"2011-06-15","","Normal value",2.171782
"2011-06-16","","Normal value",2.087086
"2011-06-17","","Normal value",2.128309
"2011-06-20","","Normal value",2.163715
"2011-06-21","","Normal value",2.157068
"2011-06-22","","Normal value",2.142196
"2011-06-23","","Normal value",1.997229
"2011-06-24","","Normal value",1.997547
"2011-06-27","","Normal value",2.005837
"2011-06-28","","Normal value",2.105161
"2011-06-29","","Normal value",2.156767
"2011-06-30","","Normal value",2.222883
"2011-07-01","","Normal value",2.303539
"2011-07-04","","Normal value",2.302439
"2011-07-05","","Normal value",2.294992
"2011-07-06","","Normal value",2.188898
"2011-07-07","","Normal value",2.23551
"2011-07-08","","Normal value",2.075211
"2011-07-11","","Normal value",1.930445
"2011-07-12","","Normal value",1.954658
"2011-07-13","","Normal value",1.894041
"2011-07-14","","Normal value",1.930864
"2011-07-15","","Normal value",1.846789
"2011-07-18","","Normal value",1.83413
"2011-07-19","","Normal value",1.900433
"2011-07-20","","Normal value",1.925324
"2011-07-21","","Normal value",2.076299
"2011-07-22","","Normal value",2.017749
"2011-07-25","","Normal value",1.992424
"2011-07-26","","Normal value",1.978011
"2011-07-27","","Normal value",1.852964
"2011-07-28","","Normal value",1.85846
"2011-07-29","","Normal value",1.789398
"2011-08-01","","Normal value",1.740888
"2011-08-02","","Normal value",1.693473
"2011-08-03","","Normal value",1.689177
"2011-08-04","","Normal value",1.626917
"2011-08-05","","Normal value",1.53967
"2011-08-08","","Normal value",1.470665
"2011-08-09","","Normal value",1.485918
"2011-08-10","","Normal value",1.253202
"2011-08-11","","Normal value",1.282912
"2011-08-12","","Normal value",1.329465
"2011-08-15","","Normal value",1.325117
"2011-08-16","","Normal value",1.309044
"2011-08-17","","Normal value",1.283668
"2011-08-18","","Normal value",1.070519
"2011-08-19","","Normal value",1.213514
"2011-08-22","","Normal value",1.259609
"2011-08-23","","Normal value",1.180349
"2011-08-24","","Normal value",1.305705
"2011-08-25","","Normal value",1.271994
"2011-08-26","","Normal value",1.193161
"2011-08-29","","Normal value",1.393098
"2011-08-30","","Normal value",1.257574
"2011-08-31","","Normal value",1.332893
"2011-09-01","","Normal value",1.353869
"2011-09-02","","Normal value",1.176801
"2011-09-05","","Normal value",1.082778
"2011-09-06","","Normal value",1.099494
"2011-09-07","","Normal value",1.104485
"2011-09-08","","Normal value",1.026996
"2011-09-09","","Normal value",0.993014
"2011-09-12","","Normal value",1.041645
"2011-09-13","","Normal value",1.130811
"2011-09-14","","Normal value",1.197597
"2011-09-15","","Normal value",1.381409
"2011-09-16","","Normal value",1.269366
"2011-09-19","","Normal value",1.176912
"2011-09-20","","Normal value",1.188691
"2011-09-21","","Normal value",1.213495
"2011-09-22","","Normal value",1.201817
"2011-09-23","","Normal value",1.148079
"2011-09-26","","Normal value",1.163708
"2011-09-27","","Normal value",1.358071
"2011-09-28","","Normal value",1.371214
"2011-09-29","","Normal value",1.387908
"2011-09-30","","Normal value",1.308096
"2011-10-03","","Normal value",1.24561
"2011-10-04","","Normal value",1.136604
"2011-10-05","","Normal value",1.272257
"2011-10-06","","Normal value",1.301177
"2011-10-07","","Normal value",1.376765
"2011-10-10","","Normal value",1.433525
"2011-10-11","","Normal value",1.441182
"2011-10-12","","Normal value",1.530175
"2011-10-13","","Normal value",1.484708
"2011-10-14","","Normal value",1.552212
"2011-10-17","","Normal value",1.427144
"2011-10-18","","Normal value",1.45909
"2011-10-19","","Normal value",1.504807
"2011-10-20","","Normal value",1.581706
"2011-10-21","","Normal value",1.579159
"2011-10-24","","Normal value",1.525299
"2011-10-25","","Normal value",1.472942
"2011-10-26","","Normal value",1.357033
"2011-10-27","","Normal value",1.47232
"2011-10-28","","Normal value",1.48411
"2011-10-31","","Normal value",1.391726
"2011-11-01","","Normal value",1.209546
"2011-11-02","","Normal value",1.269662
"2011-11-03","","Normal value",1.239438
"2011-11-04","","Normal value",1.225313
"2011-11-07","","Normal value",1.236688
"2011-11-08","","Normal value",1.261711
"2011-11-09","","Normal value",1.266459
"2011-11-10","","Normal value",1.385535
"2011-11-11","","Normal value",1.464557
"2011-11-14","","Normal value",1.463187
"2011-11-15","","Normal value",1.592393
"2011-11-16","","Normal value",1.670901
"2011-11-17","","Normal value",1.669136
"2011-11-18","","Normal value",1.719968
"2011-11-21","","Normal value",1.648638
"2011-11-22","","Normal value",1.700041
"2011-11-23","","Normal value",1.830653
"2011-11-24","","Normal value",1.934846
"2011-11-25","","Normal value",1.977986
"2011-11-28","","Normal value",1.869868
"2011-11-29","","Normal value",1.842885
"2011-11-30","","Normal value",1.534123
"2011-12-01","","Normal value",1.469778
"2011-12-02","","Normal value",1.442391
"2011-12-05","","Normal value",1.447236
"2011-12-06","","Normal value",1.509769
"2011-12-07","","Normal value",1.468261
"2011-12-08","","Normal value",1.443536
"2011-12-09","","Normal value",1.462879
"2011-12-12","","Normal value",1.419827
"2011-12-13","","Normal value",1.428493
"2011-12-14","","Normal value",1.398118
"2011-12-15","","Normal value",1.317329
"2011-12-16","","Normal value",1.231295
"2011-12-19","","Normal value",1.27208
"2011-12-20","","Normal value",1.309072
"2011-12-21","","Normal value",1.287003
"2011-12-22","","Normal value",1.303395
"2011-12-23","","Normal value",1.220966
"2011-12-27","","Normal value",1.186813
"2011-12-28","","Normal value",1.170377
"2011-12-29","","Normal value",1.164422
"2011-12-30","","Normal value",1.146478
"2012-01-02","","Normal value",1.252427
"2012-01-03","","Normal value",1.256411
"2012-01-04","","Normal value",1.296411
"2012-01-05","","Normal value",1.310032
"2012-01-06","","Normal value",1.343173
"2012-01-09","","Normal value",1.31793
"2012-01-10","","Normal value",1.296887
"2012-01-11","","Normal value",1.19486
"2012-01-12","","Normal value",1.067327
"2012-01-13","","Normal value",1.065447
"2012-01-16","","Normal value",1.00582
"2012-01-17","","Normal value",1.048937
"2012-01-18","","Normal value",1.083379
"2012-01-19","","Normal value",1.088674
"2012-01-20","","Normal value",1.128422
"2012-01-23","","Normal value",1.135943
"2012-01-24","","Normal value",1.158391
"2012-01-25","","Normal value",1.123098
"2012-01-26","","Normal value",1.076462
"2012-01-27","","Normal value",1.042316
"2012-01-30","","Normal value",1.022896
"2012-01-31","","Normal value",1.027475
"2012-02-01","","Normal value",0.989514
"2012-02-02","","Normal value",0.963241
"2012-02-03","","Normal value",0.996277
"2012-02-06","","Normal value",0.939101
"2012-02-07","","Normal value",0.972268
"2012-02-08","","Normal value",0.997909
"2012-02-09","","Normal value",1.018197
"2012-02-10","","Normal value",0.999015
"2012-02-13","","Normal value",0.985335
"2012-02-14","","Normal value",1.012724
"2012-02-15","","Normal value",1.013679
"2012-02-16","","Normal value",1.050814
"2012-02-17","","Normal value",1.091425
"2012-02-20","","Normal value",1.104495
"2012-02-21","","Normal value",1.097077
"2012-02-22","","Normal value",1.079882
"2012-02-23","","Normal value",1.044637
"2012-02-24","","Normal value",1.018526
"2012-02-27","","Normal value",0.977696
"2012-02-28","","Normal value",0.965823
"2012-02-29","","Normal value",0.949739
"2012-03-01","","Normal value",0.943814
"2012-03-02","","Normal value",0.907743
"2012-03-05","","Normal value",0.911053
"2012-03-06","","Normal value",0.916709
"2012-03-07","","Normal value",0.907139
"2012-03-08","","Normal value",0.880437
"2012-03-09","","Normal value",0.8915
"2012-03-12","","Normal value",0.894593
"2012-03-13","","Normal value",0.914067
"2012-03-14","","Normal value",0.974425
"2012-03-15","","Normal value",1.043726
"2012-03-16","","Normal value",1.148179
"2012-03-19","","Normal value",1.130885
"2012-03-20","","Normal value",1.136965
"2012-03-21","","Normal value",1.088997
"2012-03-22","","Normal value",1.051323
"2012-03-23","","Normal value",1.001881
"2012-03-26","","Normal value",0.999449
"2012-03-27","","Normal value",0.999161
"2012-03-28","","Normal value",0.969345
"2012-03-29","","Normal value",0.9492
"2012-03-30","","Normal value",0.945576
"2012-04-02","","Normal value",0.894927
"2012-04-03","","Normal value",0.916394
"2012-04-04","","Normal value",0.91122
"2012-04-05","","Normal value",0.904246
"2012-04-10","","Normal value",0.888463
"2012-04-11","","Normal value",0.89915
