Date;Symbol;Indexvalue
27.03.2002;V2TX;19.6228
28.03.2002;V2TX;19.523
02.04.2002;V2TX;21.2469
03.04.2002;V2TX;21.0574
04.04.2002;V2TX;21.8335
05.04.2002;V2TX;21.7559
08.04.2002;V2TX;24.0468
09.04.2002;V2TX;23.1595
10.04.2002;V2TX;22.3834
11.04.2002;V2TX;23.1157
12.04.2002;V2TX;22.7095
15.04.2002;V2TX;22.2784
16.04.2002;V2TX;21.5347
17.04.2002;V2TX;22.5101
18.04.2002;V2TX;23.3415
19.04.2002;V2TX;22.1707
22.04.2002;V2TX;23.0755
23.04.2002;V2TX;23.0873
24.04.2002;V2TX;23.1543
25.04.2002;V2TX;24.7467
26.04.2002;V2TX;24.7177
29.04.2002;V2TX;25.2871
30.04.2002;V2TX;24.8543
02.05.2002;V2TX;24.9991
03.05.2002;V2TX;25.4528
06.05.2002;V2TX;25.6539
07.05.2002;V2TX;26.0091
08.05.2002;V2TX;24.5799
09.05.2002;V2TX;24.8256
10.05.2002;V2TX;25.8374
13.05.2002;V2TX;25.0596
14.05.2002;V2TX;24.9774
15.05.2002;V2TX;24.6901
16.05.2002;V2TX;24.6991
17.05.2002;V2TX;24.2436
20.05.2002;V2TX;25.2703
21.05.2002;V2TX;25.4457
22.05.2002;V2TX;26.6927
23.05.2002;V2TX;26.319
24.05.2002;V2TX;25.2165
27.05.2002;V2TX;24.7368
28.05.2002;V2TX;25.2267
29.05.2002;V2TX;25.153
30.05.2002;V2TX;27.1074
31.05.2002;V2TX;25.8038
03.06.2002;V2TX;26.7834
04.06.2002;V2TX;29.3846
05.06.2002;V2TX;28.4381
06.06.2002;V2TX;27.6788
07.06.2002;V2TX;28.9115
10.06.2002;V2TX;28.6849
11.06.2002;V2TX;28.0383
12.06.2002;V2TX;29.8665
13.06.2002;V2TX;31.0236
14.06.2002;V2TX;34.7321
17.06.2002;V2TX;31.0346
18.06.2002;V2TX;32.0946
19.06.2002;V2TX;35.3578
20.06.2002;V2TX;36.7954
21.06.2002;V2TX;37.9153
24.06.2002;V2TX;38.6839
25.06.2002;V2TX;36.5487
26.06.2002;V2TX;41.2483
27.06.2002;V2TX;38.4161
28.06.2002;V2TX;36.1088
01.07.2002;V2TX;36.6602
02.07.2002;V2TX;40.4822
03.07.2002;V2TX;43.7209
04.07.2002;V2TX;40.0836
05.07.2002;V2TX;36.7587
08.07.2002;V2TX;38.64
09.07.2002;V2TX;39.3975
10.07.2002;V2TX;41.934
11.07.2002;V2TX;46.5616
12.07.2002;V2TX;46.88
15.07.2002;V2TX;52.7674
16.07.2002;V2TX;53.6174
17.07.2002;V2TX;51.6361
18.07.2002;V2TX;48.7631
19.07.2002;V2TX;52.0623
22.07.2002;V2TX;56.4588
23.07.2002;V2TX;58.9559
24.07.2002;V2TX;62.7311
25.07.2002;V2TX;59.2462
26.07.2002;V2TX;56.4105
29.07.2002;V2TX;46.9863
30.07.2002;V2TX;46.3743
31.07.2002;V2TX;48.7118
01.08.2002;V2TX;50.9696
02.08.2002;V2TX;52.8838
05.08.2002;V2TX;55.6485
06.08.2002;V2TX;54.0284
07.08.2002;V2TX;56.1031
08.08.2002;V2TX;51.1385
09.08.2002;V2TX;50.0196
12.08.2002;V2TX;51.9814
13.08.2002;V2TX;51.5112
14.08.2002;V2TX;51.5565
15.08.2002;V2TX;48.2384
16.08.2002;V2TX;43.809
19.08.2002;V2TX;38.1989
20.08.2002;V2TX;39.9268
21.08.2002;V2TX;38.4585
22.08.2002;V2TX;39.1477
23.08.2002;V2TX;39.1974
26.08.2002;V2TX;39.4661
27.08.2002;V2TX;38.526
28.08.2002;V2TX;43.5862
29.08.2002;V2TX;47.2494
30.08.2002;V2TX;46.8196
02.09.2002;V2TX;49.62
03.09.2002;V2TX;58.0645
04.09.2002;V2TX;57.419
05.09.2002;V2TX;55.8658
06.09.2002;V2TX;48.9287
09.09.2002;V2TX;50.8459
10.09.2002;V2TX;49.3786
11.09.2002;V2TX;45.7648
12.09.2002;V2TX;49.7418
13.09.2002;V2TX;50.23
16.09.2002;V2TX;50.939
17.09.2002;V2TX;51.5624
18.09.2002;V2TX;56.6891
19.09.2002;V2TX;57.4877
20.09.2002;V2TX;55.509
23.09.2002;V2TX;59.795
24.09.2002;V2TX;60.3492
25.09.2002;V2TX;57.4473
26.09.2002;V2TX;55.7205
27.09.2002;V2TX;56.9539
30.09.2002;V2TX;61.3351
01.10.2002;V2TX;57.672
02.10.2002;V2TX;57.0608
03.10.2002;V2TX;58.8951
04.10.2002;V2TX;60.6608
07.10.2002;V2TX;61.8977
08.10.2002;V2TX;61.1655
09.10.2002;V2TX;58.2038
10.10.2002;V2TX;52.2758
11.10.2002;V2TX;49.6096
14.10.2002;V2TX;51.3504
15.10.2002;V2TX;48.4223
16.10.2002;V2TX;51.5132
17.10.2002;V2TX;51.0981
18.10.2002;V2TX;51.7326
21.10.2002;V2TX;50.9431
22.10.2002;V2TX;51.2168
23.10.2002;V2TX;52.1633
24.10.2002;V2TX;50.2896
25.10.2002;V2TX;48.6835
28.10.2002;V2TX;46.9142
29.10.2002;V2TX;49.097
30.10.2002;V2TX;46.8489
31.10.2002;V2TX;45.0719
01.11.2002;V2TX;44.7938
04.11.2002;V2TX;43.362
05.11.2002;V2TX;43.231
06.11.2002;V2TX;44.5788
07.11.2002;V2TX;46.6151
08.11.2002;V2TX;47.6918
11.11.2002;V2TX;48.7756
12.11.2002;V2TX;46.0632
13.11.2002;V2TX;46.1539
14.11.2002;V2TX;44.2286
15.11.2002;V2TX;41.6872
18.11.2002;V2TX;40.2265
19.11.2002;V2TX;39.3102
20.11.2002;V2TX;38.1328
21.11.2002;V2TX;35.6394
22.11.2002;V2TX;34.8014
25.11.2002;V2TX;34.631
26.11.2002;V2TX;36.5816
27.11.2002;V2TX;34.6328
28.11.2002;V2TX;34.2706
29.11.2002;V2TX;35.8342
02.12.2002;V2TX;36.7628
03.12.2002;V2TX;39.7599
04.12.2002;V2TX;39.4775
05.12.2002;V2TX;42.4209
06.12.2002;V2TX;42.722
09.12.2002;V2TX;47.103
10.12.2002;V2TX;45.2539
11.12.2002;V2TX;43.5961
12.12.2002;V2TX;44.3072
13.12.2002;V2TX;44.6646
16.12.2002;V2TX;42.4667
17.12.2002;V2TX;42.6792
18.12.2002;V2TX;45.5303
19.12.2002;V2TX;50.5122
20.12.2002;V2TX;47.9537
23.12.2002;V2TX;46.6892
27.12.2002;V2TX;50.2518
30.12.2002;V2TX;51.2125
02.01.2003;V2TX;46.5075
03.01.2003;V2TX;45.3317
06.01.2003;V2TX;44.5907
07.01.2003;V2TX;44.8683
08.01.2003;V2TX;45.7169
09.01.2003;V2TX;43.9305
10.01.2003;V2TX;41.4144
13.01.2003;V2TX;40.5921
14.01.2003;V2TX;39.8198
15.01.2003;V2TX;39.6235
16.01.2003;V2TX;38.3325
17.01.2003;V2TX;41.4642
20.01.2003;V2TX;43.5453
21.01.2003;V2TX;45.9641
22.01.2003;V2TX;48.8465
23.01.2003;V2TX;47.5728
24.01.2003;V2TX;47.1584
27.01.2003;V2TX;53.1365
28.01.2003;V2TX;52.4122
29.01.2003;V2TX;51.2884
30.01.2003;V2TX;47.1878
31.01.2003;V2TX;44.3548
03.02.2003;V2TX;42.5437
04.02.2003;V2TX;47.2353
05.02.2003;V2TX;45.262
06.02.2003;V2TX;46.859
07.02.2003;V2TX;46.4025
10.02.2003;V2TX;45.7916
11.02.2003;V2TX;43.2461
12.02.2003;V2TX;44.3671
13.02.2003;V2TX;44.4014
14.02.2003;V2TX;42.5346
17.02.2003;V2TX;41.9179
18.02.2003;V2TX;40.3142
19.02.2003;V2TX;41.295
20.02.2003;V2TX;41.7054
21.02.2003;V2TX;40.6862
24.02.2003;V2TX;44.6552
25.02.2003;V2TX;49.3281
26.02.2003;V2TX;48.1083
27.02.2003;V2TX;46.7058
28.02.2003;V2TX;44.4992
03.03.2003;V2TX;43.9076
04.03.2003;V2TX;44.6128
05.03.2003;V2TX;43.6487
06.03.2003;V2TX;43.8517
07.03.2003;V2TX;45.0051
10.03.2003;V2TX;47.1662
11.03.2003;V2TX;45.2357
12.03.2003;V2TX;50.0434
13.03.2003;V2TX;45.9769
14.03.2003;V2TX;46.9511
17.03.2003;V2TX;50.3308
18.03.2003;V2TX;52.2337
19.03.2003;V2TX;52.8761
20.03.2003;V2TX;50.454
21.03.2003;V2TX;45.8393
24.03.2003;V2TX;50.1493
25.03.2003;V2TX;49.7392
26.03.2003;V2TX;48.0592
27.03.2003;V2TX;46.6106
28.03.2003;V2TX;45.9018
31.03.2003;V2TX;48.2735
01.04.2003;V2TX;46.7424
02.04.2003;V2TX;45.0252
03.04.2003;V2TX;45.6902
04.04.2003;V2TX;43.9755
07.04.2003;V2TX;41.4309
08.04.2003;V2TX;40.5902
09.04.2003;V2TX;39.2142
10.04.2003;V2TX;38.4461
11.04.2003;V2TX;37.4965
14.04.2003;V2TX;34.807
15.04.2003;V2TX;32.9605
16.04.2003;V2TX;32.7572
17.04.2003;V2TX;32.6018
22.04.2003;V2TX;33.1314
23.04.2003;V2TX;32.1561
24.04.2003;V2TX;32.4102
25.04.2003;V2TX;33.2202
28.04.2003;V2TX;32.1108
29.04.2003;V2TX;32.5522
30.04.2003;V2TX;31.7994
02.05.2003;V2TX;31.7165
05.05.2003;V2TX;31.0244
06.05.2003;V2TX;30.0871
07.05.2003;V2TX;30.6431
08.05.2003;V2TX;34.0207
09.05.2003;V2TX;32.8871
12.05.2003;V2TX;33.2662
13.05.2003;V2TX;32.6453
14.05.2003;V2TX;31.2343
15.05.2003;V2TX;29.3191
16.05.2003;V2TX;28.641
19.05.2003;V2TX;34.7781
20.05.2003;V2TX;34.8366
21.05.2003;V2TX;36.1986
22.05.2003;V2TX;33.2819
23.05.2003;V2TX;33.535
26.05.2003;V2TX;32.8766
27.05.2003;V2TX;32.0214
28.05.2003;V2TX;30.7929
29.05.2003;V2TX;30.4927
30.05.2003;V2TX;28.5449
02.06.2003;V2TX;28.5451
03.06.2003;V2TX;30.9219
04.06.2003;V2TX;29.406
05.06.2003;V2TX;30.7454
06.06.2003;V2TX;28.3827
09.06.2003;V2TX;29.6591
10.06.2003;V2TX;28.0258
11.06.2003;V2TX;26.9417
12.06.2003;V2TX;26.4925
13.06.2003;V2TX;27.5091
16.06.2003;V2TX;26.2888
17.06.2003;V2TX;27.2542
18.06.2003;V2TX;26.9091
19.06.2003;V2TX;27.2128
20.06.2003;V2TX;26.1244
23.06.2003;V2TX;27.3781
24.06.2003;V2TX;28.1487
25.06.2003;V2TX;27.9365
26.06.2003;V2TX;26.7974
27.06.2003;V2TX;26.5925
30.06.2003;V2TX;27.5266
01.07.2003;V2TX;29.6345
02.07.2003;V2TX;27.5583
03.07.2003;V2TX;28.1493
04.07.2003;V2TX;27.1119
07.07.2003;V2TX;25.8141
08.07.2003;V2TX;26.27
09.07.2003;V2TX;26.3162
10.07.2003;V2TX;26.8356
11.07.2003;V2TX;25.9483
14.07.2003;V2TX;25.7826
15.07.2003;V2TX;26.1626
16.07.2003;V2TX;25.9619
17.07.2003;V2TX;28.6285
18.07.2003;V2TX;28.1497
21.07.2003;V2TX;29.2513
22.07.2003;V2TX;28.0752
23.07.2003;V2TX;27.3724
24.07.2003;V2TX;25.6581
25.07.2003;V2TX;25.7282
28.07.2003;V2TX;25.7187
29.07.2003;V2TX;25.8016
30.07.2003;V2TX;25.3825
31.07.2003;V2TX;24.5429
01.08.2003;V2TX;25.3035
04.08.2003;V2TX;27.3256
05.08.2003;V2TX;26.6219
06.08.2003;V2TX;29.2786
07.08.2003;V2TX;29.9674
08.08.2003;V2TX;28.7576
11.08.2003;V2TX;27.9171
12.08.2003;V2TX;26.8908
13.08.2003;V2TX;26.7891
14.08.2003;V2TX;24.6277
15.08.2003;V2TX;24.515
18.08.2003;V2TX;24.1254
19.08.2003;V2TX;24.339
20.08.2003;V2TX;24.2803
21.08.2003;V2TX;23.5136
22.08.2003;V2TX;23.8211
25.08.2003;V2TX;24.8533
26.08.2003;V2TX;26.4876
27.08.2003;V2TX;25.3343
28.08.2003;V2TX;24.5186
29.08.2003;V2TX;24.6592
01.09.2003;V2TX;24.7087
02.09.2003;V2TX;26.0787
03.09.2003;V2TX;25.7759
04.09.2003;V2TX;25.206
05.09.2003;V2TX;25.1135
08.09.2003;V2TX;24.8887
09.09.2003;V2TX;25.9101
10.09.2003;V2TX;26.9681
11.09.2003;V2TX;26.4805
12.09.2003;V2TX;27.6603
15.09.2003;V2TX;26.5884
16.09.2003;V2TX;24.5871
17.09.2003;V2TX;24.0362
18.09.2003;V2TX;22.9601
19.09.2003;V2TX;23.9923
22.09.2003;V2TX;28.8897
23.09.2003;V2TX;29.8322
24.09.2003;V2TX;30.5514
25.09.2003;V2TX;32.1337
26.09.2003;V2TX;32.3831
29.09.2003;V2TX;32.2926
30.09.2003;V2TX;33.4991
01.10.2003;V2TX;31.5937
02.10.2003;V2TX;30.8492
03.10.2003;V2TX;28.0837
06.10.2003;V2TX;29.4751
07.10.2003;V2TX;31.0442
08.10.2003;V2TX;29.5022
09.10.2003;V2TX;27.0613
10.10.2003;V2TX;27.0361
13.10.2003;V2TX;26.5812
14.10.2003;V2TX;26.9747
15.10.2003;V2TX;26.7421
16.10.2003;V2TX;25.3569
17.10.2003;V2TX;25.9474
20.10.2003;V2TX;24.7894
21.10.2003;V2TX;24.6071
22.10.2003;V2TX;27.7612
23.10.2003;V2TX;26.859
24.10.2003;V2TX;26.0299
27.10.2003;V2TX;25.3192
28.10.2003;V2TX;23.9806
29.10.2003;V2TX;24.4313
30.10.2003;V2TX;23.0414
31.10.2003;V2TX;22.5193
03.11.2003;V2TX;21.7515
04.11.2003;V2TX;22.783
05.11.2003;V2TX;22.6865
06.11.2003;V2TX;21.6493
07.11.2003;V2TX;22.4927
10.11.2003;V2TX;22.6753
11.11.2003;V2TX;22.8323
12.11.2003;V2TX;22.0237
13.11.2003;V2TX;22.3355
14.11.2003;V2TX;22.5635
17.11.2003;V2TX;26.8332
18.11.2003;V2TX;29.198
19.11.2003;V2TX;27.9205
20.11.2003;V2TX;29.0138
21.11.2003;V2TX;27.2351
24.11.2003;V2TX;23.3581
25.11.2003;V2TX;22.8032
26.11.2003;V2TX;23.2061
27.11.2003;V2TX;22.2317
28.11.2003;V2TX;22.0766
01.12.2003;V2TX;22.9374
02.12.2003;V2TX;22.4646
03.12.2003;V2TX;20.9778
04.12.2003;V2TX;20.9537
05.12.2003;V2TX;20.7298
08.12.2003;V2TX;21.4049
09.12.2003;V2TX;20.6261
10.12.2003;V2TX;20.9223
11.12.2003;V2TX;20.1148
12.12.2003;V2TX;20.9483
15.12.2003;V2TX;20.766
16.12.2003;V2TX;20.8061
17.12.2003;V2TX;21.0408
18.12.2003;V2TX;19.8133
19.12.2003;V2TX;19.867
22.12.2003;V2TX;19.6934
23.12.2003;V2TX;19.4538
29.12.2003;V2TX;20.5724
30.12.2003;V2TX;21.1639
02.01.2004;V2TX;21.568
05.01.2004;V2TX;21.2916
06.01.2004;V2TX;20.0486
07.01.2004;V2TX;19.2177
08.01.2004;V2TX;18.3112
09.01.2004;V2TX;20.1575
12.01.2004;V2TX;20.667
13.01.2004;V2TX;20.4633
14.01.2004;V2TX;19.6761
15.01.2004;V2TX;18.6035
16.01.2004;V2TX;17.8668
19.01.2004;V2TX;19.0231
20.01.2004;V2TX;18.9654
21.01.2004;V2TX;17.733
22.01.2004;V2TX;18.5983
23.01.2004;V2TX;18.4686
26.01.2004;V2TX;18.9211
27.01.2004;V2TX;19.2141
28.01.2004;V2TX;19.2885
29.01.2004;V2TX;20.4524
30.01.2004;V2TX;21.0705
02.02.2004;V2TX;20.5739
03.02.2004;V2TX;21.3464
04.02.2004;V2TX;21.014
05.02.2004;V2TX;20.4735
06.02.2004;V2TX;20.0529
09.02.2004;V2TX;18.7899
10.02.2004;V2TX;18.6015
11.02.2004;V2TX;18.5715
12.02.2004;V2TX;18.5463
13.02.2004;V2TX;19.017
16.02.2004;V2TX;18.3737
17.02.2004;V2TX;18.0214
18.02.2004;V2TX;17.9391
19.02.2004;V2TX;17.1344
20.02.2004;V2TX;17.9583
23.02.2004;V2TX;18.4666
24.02.2004;V2TX;19.4737
25.02.2004;V2TX;18.8054
26.02.2004;V2TX;18.4556
27.02.2004;V2TX;18.0624
01.03.2004;V2TX;17.6291
02.03.2004;V2TX;17.35
03.03.2004;V2TX;17.6658
04.03.2004;V2TX;17.3014
05.03.2004;V2TX;17.0418
08.03.2004;V2TX;17.0757
09.03.2004;V2TX;18.8569
10.03.2004;V2TX;18.69
11.03.2004;V2TX;23.2192
12.03.2004;V2TX;24.6496
15.03.2004;V2TX;28.7726
16.03.2004;V2TX;27.8862
17.03.2004;V2TX;24.4069
18.03.2004;V2TX;26.5149
19.03.2004;V2TX;26.0003
22.03.2004;V2TX;31.7445
23.03.2004;V2TX;29.193
24.03.2004;V2TX;28.3686
25.03.2004;V2TX;25.9179
26.03.2004;V2TX;25.0526
29.03.2004;V2TX;22.8428
30.03.2004;V2TX;23.61
31.03.2004;V2TX;22.6705
01.04.2004;V2TX;21.7108
02.04.2004;V2TX;19.0362
05.04.2004;V2TX;18.5264
06.04.2004;V2TX;20.1013
07.04.2004;V2TX;20.7616
08.04.2004;V2TX;20.5813
13.04.2004;V2TX;20.8351
14.04.2004;V2TX;22.0325
15.04.2004;V2TX;22.3731
16.04.2004;V2TX;19.5633
19.04.2004;V2TX;19.8676
20.04.2004;V2TX;19.297
21.04.2004;V2TX;19.842
22.04.2004;V2TX;18.0041
23.04.2004;V2TX;18.5865
26.04.2004;V2TX;19.5038
27.04.2004;V2TX;18.9303
28.04.2004;V2TX;21.1386
29.04.2004;V2TX;22.2828
30.04.2004;V2TX;22.734
03.05.2004;V2TX;22.0152
04.05.2004;V2TX;21.8267
05.05.2004;V2TX;19.8849
06.05.2004;V2TX;22.9078
07.05.2004;V2TX;22.9899
10.05.2004;V2TX;26.0037
11.05.2004;V2TX;24.0364
12.05.2004;V2TX;25.9911
13.05.2004;V2TX;25.4181
14.05.2004;V2TX;25.2845
17.05.2004;V2TX;26.7613
18.05.2004;V2TX;25.3366
19.05.2004;V2TX;23.2942
20.05.2004;V2TX;23.6029
21.05.2004;V2TX;22.3809
24.05.2004;V2TX;24.8818
25.05.2004;V2TX;21.3512
26.05.2004;V2TX;21.0492
27.05.2004;V2TX;20.7004
28.05.2004;V2TX;20.2582
31.05.2004;V2TX;21.2312
01.06.2004;V2TX;22.4455
02.06.2004;V2TX;20.741
03.06.2004;V2TX;20.7627
04.06.2004;V2TX;19.3269
07.06.2004;V2TX;19.4315
08.06.2004;V2TX;19.071
09.06.2004;V2TX;19.5206
10.06.2004;V2TX;18.4083
11.06.2004;V2TX;18.1726
14.06.2004;V2TX;20.5042
15.06.2004;V2TX;18.1549
16.06.2004;V2TX;17.6727
17.06.2004;V2TX;18.7479
18.06.2004;V2TX;18.177
21.06.2004;V2TX;17.7173
22.06.2004;V2TX;18.8007
23.06.2004;V2TX;17.9197
24.06.2004;V2TX;17.8294
25.06.2004;V2TX;18.1141
28.06.2004;V2TX;18.2891
29.06.2004;V2TX;18.2762
30.06.2004;V2TX;18.4996
01.07.2004;V2TX;19.0414
02.07.2004;V2TX;18.6992
05.07.2004;V2TX;18.4091
06.07.2004;V2TX;19.8884
07.07.2004;V2TX;19.3247
08.07.2004;V2TX;19.0758
09.07.2004;V2TX;18.4286
12.07.2004;V2TX;19.255
13.07.2004;V2TX;18.7364
14.07.2004;V2TX;18.6697
15.07.2004;V2TX;18.1722
16.07.2004;V2TX;17.2585
19.07.2004;V2TX;18.3094
20.07.2004;V2TX;18.1791
21.07.2004;V2TX;17.5643
22.07.2004;V2TX;19.1699
23.07.2004;V2TX;19.6562
26.07.2004;V2TX;20.5818
27.07.2004;V2TX;19.4315
28.07.2004;V2TX;19.8395
29.07.2004;V2TX;18.489
30.07.2004;V2TX;18.2363
02.08.2004;V2TX;19.3238
03.08.2004;V2TX;18.6787
04.08.2004;V2TX;19.1002
05.08.2004;V2TX;18.9668
06.08.2004;V2TX;22.3035
09.08.2004;V2TX;22.9025
10.08.2004;V2TX;21.2867
11.08.2004;V2TX;22.4745
12.08.2004;V2TX;23.1659
13.08.2004;V2TX;23.4447
16.08.2004;V2TX;21.2557
17.08.2004;V2TX;21.4162
18.08.2004;V2TX;20.6874
19.08.2004;V2TX;20.5855
20.08.2004;V2TX;18.6987
23.08.2004;V2TX;18.4416
24.08.2004;V2TX;17.5601
25.08.2004;V2TX;17.6618
26.08.2004;V2TX;17.1562
27.08.2004;V2TX;16.552
30.08.2004;V2TX;17.5699
31.08.2004;V2TX;18.7516
01.09.2004;V2TX;17.9625
02.09.2004;V2TX;17.6071
03.09.2004;V2TX;16.5497
06.09.2004;V2TX;16.2916
07.09.2004;V2TX;16.2265
08.09.2004;V2TX;16.2425
09.09.2004;V2TX;16.6131
10.09.2004;V2TX;16.3408
13.09.2004;V2TX;16.3197
14.09.2004;V2TX;16.1149
15.09.2004;V2TX;16.6545
16.09.2004;V2TX;16.7923
17.09.2004;V2TX;16.1969
20.09.2004;V2TX;16.7553
21.09.2004;V2TX;16.0936
22.09.2004;V2TX;17.0042
23.09.2004;V2TX;17.4798
24.09.2004;V2TX;16.5063
27.09.2004;V2TX;17.3181
28.09.2004;V2TX;16.9987
29.09.2004;V2TX;16.5393
30.09.2004;V2TX;16.5105
01.10.2004;V2TX;15.5663
04.10.2004;V2TX;16.1608
05.10.2004;V2TX;16.3528
06.10.2004;V2TX;16.2926
07.10.2004;V2TX;16.7463
08.10.2004;V2TX;17.1179
11.10.2004;V2TX;16.6859
12.10.2004;V2TX;17.4773
13.10.2004;V2TX;17.639
14.10.2004;V2TX;17.8157
15.10.2004;V2TX;16.8176
18.10.2004;V2TX;17.5549
19.10.2004;V2TX;16.974
20.10.2004;V2TX;17.7512
21.10.2004;V2TX;17.4511
22.10.2004;V2TX;17.0055
25.10.2004;V2TX;19.2406
26.10.2004;V2TX;18.707
27.10.2004;V2TX;18.0991
28.10.2004;V2TX;17.5673
29.10.2004;V2TX;17.3708
01.11.2004;V2TX;18.1296
02.11.2004;V2TX;16.8965
03.11.2004;V2TX;16.3525
04.11.2004;V2TX;15.3837
05.11.2004;V2TX;15.604
08.11.2004;V2TX;15.5389
09.11.2004;V2TX;15.0808
10.11.2004;V2TX;14.6206
11.11.2004;V2TX;14.3614
12.11.2004;V2TX;14.3737
15.11.2004;V2TX;14.9812
16.11.2004;V2TX;15.1217
17.11.2004;V2TX;14.6861
18.11.2004;V2TX;14.812
19.11.2004;V2TX;15.4303
22.11.2004;V2TX;15.6861
23.11.2004;V2TX;15.922
24.11.2004;V2TX;15.8055
25.11.2004;V2TX;15.2217
26.11.2004;V2TX;15.6171
29.11.2004;V2TX;15.5883
30.11.2004;V2TX;16.557
01.12.2004;V2TX;15.6407
02.12.2004;V2TX;15.6704
03.12.2004;V2TX;15.7055
06.12.2004;V2TX;15.7266
07.12.2004;V2TX;15.7449
08.12.2004;V2TX;15.6118
09.12.2004;V2TX;15.817
10.12.2004;V2TX;15.6686
13.12.2004;V2TX;15.1109
14.12.2004;V2TX;15.1378
15.12.2004;V2TX;14.7199
16.12.2004;V2TX;13.4434
17.12.2004;V2TX;14.1492
20.12.2004;V2TX;13.3638
21.12.2004;V2TX;12.6358
22.12.2004;V2TX;12.9883
23.12.2004;V2TX;12.9441
27.12.2004;V2TX;12.9556
28.12.2004;V2TX;13.0997
29.12.2004;V2TX;13.7397
30.12.2004;V2TX;14.0727
03.01.2005;V2TX;14.4655
04.01.2005;V2TX;14.5103
05.01.2005;V2TX;14.4159
06.01.2005;V2TX;13.8016
07.01.2005;V2TX;13.5709
10.01.2005;V2TX;12.9192
11.01.2005;V2TX;13.6763
12.01.2005;V2TX;14.0453
13.01.2005;V2TX;13.6395
14.01.2005;V2TX;13.5706
17.01.2005;V2TX;13.2047
18.01.2005;V2TX;13.1668
19.01.2005;V2TX;13.6336
20.01.2005;V2TX;14.174
21.01.2005;V2TX;13.9613
24.01.2005;V2TX;14.1144
25.01.2005;V2TX;13.628
26.01.2005;V2TX;13.324
27.01.2005;V2TX;12.462
28.01.2005;V2TX;12.805
31.01.2005;V2TX;12.7246
01.02.2005;V2TX;12.3571
02.02.2005;V2TX;12.2505
03.02.2005;V2TX;12.3844
04.02.2005;V2TX;11.5966
07.02.2005;V2TX;11.9934
08.02.2005;V2TX;11.9216
09.02.2005;V2TX;12.1924
10.02.2005;V2TX;12.037
11.02.2005;V2TX;11.9887
14.02.2005;V2TX;12.5182
15.02.2005;V2TX;12.3504
16.02.2005;V2TX;13.6633
17.02.2005;V2TX;13.5715
18.02.2005;V2TX;13.0145
21.02.2005;V2TX;13.2379
22.02.2005;V2TX;13.4859
23.02.2005;V2TX;13.991
24.02.2005;V2TX;13.1899
25.02.2005;V2TX;12.2107
28.02.2005;V2TX;12.8907
01.03.2005;V2TX;12.3502
02.03.2005;V2TX;12.8591
03.03.2005;V2TX;12.5722
04.03.2005;V2TX;11.931
07.03.2005;V2TX;11.7178
08.03.2005;V2TX;12.002
09.03.2005;V2TX;12.5319
10.03.2005;V2TX;13.473
11.03.2005;V2TX;12.9566
14.03.2005;V2TX;13.3498
15.03.2005;V2TX;12.4946
16.03.2005;V2TX;14.5708
17.03.2005;V2TX;13.4593
18.03.2005;V2TX;12.8339
21.03.2005;V2TX;13.3898
22.03.2005;V2TX;13.3552
23.03.2005;V2TX;13.4667
24.03.2005;V2TX;12.4834
25.03.2005;V2TX;12.4834
29.03.2005;V2TX;13.0552
30.03.2005;V2TX;13.2652
31.03.2005;V2TX;13.238
01.04.2005;V2TX;12.6127
04.04.2005;V2TX;13.6745
05.04.2005;V2TX;12.7173
06.04.2005;V2TX;12.2878
07.04.2005;V2TX;11.8626
08.04.2005;V2TX;11.7944
11.04.2005;V2TX;12.0184
12.04.2005;V2TX;12.4748
13.04.2005;V2TX;12.2069
14.04.2005;V2TX;12.242
15.04.2005;V2TX;15.3909
18.04.2005;V2TX;18.3103
19.04.2005;V2TX;17.1785
20.04.2005;V2TX;17.3837
21.04.2005;V2TX;16.7983
22.04.2005;V2TX;15.2649
25.04.2005;V2TX;15.1246
26.04.2005;V2TX;15.0498
27.04.2005;V2TX;16.5913
28.04.2005;V2TX;16.5344
29.04.2005;V2TX;16.792
02.05.2005;V2TX;15.9563
03.05.2005;V2TX;15.148
04.05.2005;V2TX;14.3329
05.05.2005;V2TX;13.5342
06.05.2005;V2TX;13.3008
09.05.2005;V2TX;14.2322
10.05.2005;V2TX;15.2831
11.05.2005;V2TX;15.6572
12.05.2005;V2TX;14.8536
13.05.2005;V2TX;15.0693
16.05.2005;V2TX;15.5249
17.05.2005;V2TX;15.6896
18.05.2005;V2TX;14.0947
19.05.2005;V2TX;13.7944
20.05.2005;V2TX;13.5132
23.05.2005;V2TX;13.2149
24.05.2005;V2TX;13.386
25.05.2005;V2TX;13.4681
26.05.2005;V2TX;12.7135
27.05.2005;V2TX;12.9451
30.05.2005;V2TX;12.8239
31.05.2005;V2TX;13.5138
01.06.2005;V2TX;12.9959
02.06.2005;V2TX;12.8725
03.06.2005;V2TX;12.9397
06.06.2005;V2TX;13.3629
07.06.2005;V2TX;12.6671
08.06.2005;V2TX;12.9902
09.06.2005;V2TX;13.22
10.06.2005;V2TX;12.7016
13.06.2005;V2TX;12.7563
14.06.2005;V2TX;12.3775
15.06.2005;V2TX;13.4793
16.06.2005;V2TX;13.0157
17.06.2005;V2TX;12.5633
20.06.2005;V2TX;12.9133
21.06.2005;V2TX;12.4507
22.06.2005;V2TX;12.3862
23.06.2005;V2TX;11.9247
24.06.2005;V2TX;12.5237
